sNoPlace,nLongitude,nLatitude,nPositionCentreLongitude,nPositionCentreLatitude,sStatut,sGenre,sType,sAutreTete,sNomRue,nSupVelo,sTypeExploitation,nTarifHoraire,sLocalisation,nTarifMax
A024,-73.586753255839867000,45.491879718506389000,-73.586752214336698000,45.491921258281472000,1,NORMAL,Double,A025,Lambert-Closse,0,Régulier Payez-Partez,400,S,
A025,-73.586753255839867000,45.491879718506389000,-73.586694886950411000,45.491887824230353000,1,NORMAL,Double,A024,Lambert-Closse,0,Régulier Payez-Partez,400,S,
A026,-73.586639682249057000,45.491806926373968000,-73.586635790472840000,45.491854076673185000,1,NORMAL,Simple,,Lambert-Closse,0,Régulier Payez-Partez,400,S,
A027,-73.586580594731586000,45.491772355504871000,-73.586575675983511000,45.491817939294904000,1,NORMAL,Double,A028,Lambert-Closse,0,Régulier Payez-Partez,400,S,
A028,-73.586580594731586000,45.491772355504871000,-73.586518704797527000,45.491785976282266000,1,NORMAL,Double,A027,Lambert-Closse,0,Régulier Payez-Partez,400,S,
A029,-73.586462460828557000,45.491703388617161000,-73.586455262928439000,45.491748642005732000,1,NORMAL,Double,A030,Lambert-Closse,0,Régulier Payez-Partez,400,S,
A030,-73.586462460828557000,45.491703388617161000,-73.586401759134063000,45.491717979521994000,1,NORMAL,Double,A029,Lambert-Closse,0,Régulier Payez-Partez,400,S,
A031,-73.586344142527224000,45.491634578400699000,-73.586337311786252000,45.491680972958939000,1,NORMAL,Double,A032,Lambert-Closse,0,Régulier Payez-Partez,400,S,
A032,-73.586344142527224000,45.491634578400699000,-73.586281345547235000,45.491648454412214000,1,NORMAL,Double,A031,Lambert-Closse,0,Régulier Payez-Partez,400,S,
A042,-73.581350504631203000,45.491693947675913000,-73.581362608122760000,45.491731095529403000,1,NORMAL,Double,A043,Fort,1,Régulier Payez-Partez,400,S,
A043,-73.581350504631203000,45.491693947675913000,-73.581297589018774000,45.491693420326655000,1,NORMAL,Double,A042,Fort,1,Régulier Payez-Partez,400,S,
A044,-73.581222539191913000,45.491619221470224000,-73.581233174444975000,45.491656095330804000,1,NORMAL,Double,A045,Fort,1,Régulier Payez-Partez,400,S,
A045,-73.581222539191913000,45.491619221470224000,-73.581172228466940000,45.491620780132386000,1,NORMAL,Double,A044,Fort,1,Régulier Payez-Partez,400,S,
A046,-73.581094183189094000,45.491544935220048000,-73.581104304473854000,45.491581421426901000,1,NORMAL,Simple,,Fort,1,Régulier Payez-Partez,400,S,
A133,-73.588656043203585000,45.490465563801472000,-73.588723145565538000,45.490465480520918000,1,NORMAL,Double,A134,Sherbrooke,1,Régulier Payez-Partez,400,S,
A134,-73.588656043203585000,45.490465563801472000,-73.588671596958719000,45.490512125324734000,1,NORMAL,Double,A133,Sherbrooke,1,Régulier Payez-Partez,400,S,
A135,-73.588554913382723000,45.490558191306313000,-73.588620048266719000,45.490558770104990000,1,NORMAL,Double,A136,Sherbrooke,1,Régulier Payez-Partez,400,S,
A136,-73.588554913382723000,45.490558191306313000,-73.588569357262045000,45.490604638693036000,1,NORMAL,Double,A135,Sherbrooke,1,Régulier Payez-Partez,400,S,
A137,-73.588452503871295000,45.490650828709462000,-73.588518282457116000,45.490650854471092000,1,NORMAL,Double,A138,Sherbrooke,1,Régulier Payez-Partez,400,S,
A138,-73.588452503871295000,45.490650828709462000,-73.588467207568542000,45.490697070225998000,1,NORMAL,Double,A137,Sherbrooke,1,Régulier Payez-Partez,400,S,
A158,-73.587324855128443000,45.491937286736409000,-73.587309843460574000,45.491891622449067000,1,NORMAL,Double,A159,Sherbrooke,1,Régulier Payez-Partez,400,S,
A159,-73.587324855128443000,45.491937286736409000,-73.587254083725327000,45.491928525769701000,1,NORMAL,Double,A158,Sherbrooke,1,Régulier Payez-Partez,400,S,
A160,-73.587216286199890000,45.492012722684876000,-73.587198323917391000,45.491965429062930000,1,NORMAL,Double,A161,Sherbrooke,1,Régulier Payez-Partez,400,S,
A161,-73.587216286199890000,45.492012722684876000,-73.587147088095065000,45.491999338198255000,1,NORMAL,Double,A160,Sherbrooke,1,Régulier Payez-Partez,400,S,
A167,-73.586822207597749000,45.492256745845033000,-73.586811891364150000,45.492209815267358000,1,NORMAL,Double,A168,Sherbrooke,0,Régulier Payez-Partez,400,S,
A168,-73.586822207597749000,45.492256745845033000,-73.586753187562152000,45.492244831378109000,1,NORMAL,Double,A167,Sherbrooke,0,Régulier Payez-Partez,400,S,
A169,-73.586698944578274000,45.492328827045746000,-73.586692161194605000,45.492281232793651000,1,NORMAL,Double,A170,Sherbrooke,0,Régulier Payez-Partez,400,S,
A170,-73.586698944578274000,45.492328827045746000,-73.586630690974445000,45.492317898880160000,1,NORMAL,Double,A169,Sherbrooke,0,Régulier Payez-Partez,400,S,
A171,-73.586577296696191000,45.492403120506388000,-73.586569220674619000,45.492354564933400000,1,NORMAL,Double,A172,Sherbrooke,0,Régulier Payez-Partez,400,S,
A172,-73.586577296696191000,45.492403120506388000,-73.586507750294899000,45.492391230954262000,1,NORMAL,Double,A171,Sherbrooke,0,Régulier Payez-Partez,400,S,
A173,-73.586454726324362000,45.492476766646547000,-73.586446279835371000,45.492427896940981000,1,NORMAL,Double,A174,Sherbrooke,0,Régulier Payez-Partez,400,S,
A174,-73.586454726324362000,45.492476766646547000,-73.586384809296064000,45.492464562894476000,1,NORMAL,Double,A173,Sherbrooke,0,Régulier Payez-Partez,400,S,
A175,-73.586330900223956000,45.492549378781831000,-73.586323338676962000,45.492501228814696000,1,NORMAL,Double,A176,Sherbrooke,0,Régulier Payez-Partez,400,S,
A176,-73.586330900223956000,45.492549378781831000,-73.586261867978081000,45.492537894701655000,1,NORMAL,Double,A175,Sherbrooke,0,Régulier Payez-Partez,400,S,
A190,-73.585446357260565000,45.493079296496873000,-73.585386667780028000,45.493059923134766000,1,NORMAL,Simple,,Sherbrooke,1,Régulier Payez-Partez,400,S,
A194,-73.585150972871503000,45.493255967596475000,-73.585144246339425000,45.493203489843118000,1,NORMAL,Double,A195,Sherbrooke,0,Régulier Payez-Partez,400,S,
A195,-73.585150972871503000,45.493255967596475000,-73.585079079107416000,45.493242724138938000,1,NORMAL,Double,A194,Sherbrooke,0,Régulier Payez-Partez,400,S,
A196,-73.585050078567775000,45.493316692286889000,-73.585019312395190000,45.493278706941425000,1,NORMAL,Simple,,Sherbrooke,0,Régulier Payez-Partez,400,S,
A204,-73.584546198700465000,45.493641667265244000,-73.584519230323750000,45.493597459614413000,1,NORMAL,Double,A205,Sherbrooke,1,Régulier Payez-Partez,400,S,
A205,-73.584546198700465000,45.493641667265244000,-73.584478379352163000,45.493629117900539000,1,NORMAL,Double,A204,Sherbrooke,1,Régulier Payez-Partez,400,S,
A207,-73.584449177226759000,45.493726369410645000,-73.584384054107517000,45.493710591058978000,1,NORMAL,Simple,,Sherbrooke,0,Régulier Payez-Partez,400,S,
A208,-73.584373157151219000,45.493797936229313000,-73.584341768828835000,45.493749639823378000,1,NORMAL,Double,A209,Sherbrooke,1,Régulier Payez-Partez,400,S,
A209,-73.584373157151219000,45.493797936229313000,-73.584299998726820000,45.493791327940428000,1,NORMAL,Double,A208,Sherbrooke,1,Régulier Payez-Partez,400,S,
A214,-73.584134287419943000,45.494074805594032000,-73.584074784043338000,45.494047547857392000,1,NORMAL,Simple,,Sherbrooke,1,Régulier Payez-Partez,400,S,
A217,-73.584008899890236000,45.494220285744674000,-73.583935563694823000,45.494204675656249000,1,NORMAL,Simple,,Sherbrooke,1,Régulier Payez-Partez,400,S,
A218,-73.583940218417098000,45.494297596877558000,-73.583897332034866000,45.494247824743780000,1,NORMAL,Double,A219,Sherbrooke,1,Régulier Payez-Partez,400,S,
A219,-73.583940218417098000,45.494297596877558000,-73.583857013613780000,45.494293328910302000,1,NORMAL,Double,A218,Sherbrooke,1,Régulier Payez-Partez,400,S,
A220,-73.583877375889571000,45.494369522611223000,-73.583816395199051000,45.494339171566253000,1,NORMAL,Simple,,Sherbrooke,1,Régulier Payez-Partez,400,S,
A221,-73.583833027421591000,45.494419631508300000,-73.583777872734657000,45.494382648614248000,1,NORMAL,Simple,,Sherbrooke,1,Régulier Payez-Partez,400,S,
A237,-73.583200635868224000,45.495135634245187000,-73.583130337932829000,45.495121570945926000,1,NORMAL,Simple,,Sherbrooke,0,Régulier Payez-Partez,400,S,
A238,-73.583133642496321000,45.495212389596269000,-73.583092323810902000,45.495164472856921000,1,NORMAL,Double,A239,Sherbrooke,0,Régulier Payez-Partez,400,S,
A239,-73.583133642496321000,45.495212389596269000,-73.583051537004991000,45.495210503871000000,1,NORMAL,Double,A238,Sherbrooke,0,Régulier Payez-Partez,400,S,
A240,-73.583053422379862000,45.495304460026915000,-73.583015025771374000,45.495256619575251000,1,NORMAL,Double,A241,Sherbrooke,0,Régulier Payez-Partez,400,S,
A241,-73.583053422379862000,45.495304460026915000,-73.582971354321288000,45.495307337117737000,1,NORMAL,Double,A240,Sherbrooke,0,Régulier Payez-Partez,400,S,
A242,-73.582993923591260000,45.495372126567283000,-73.582930792093322000,45.495346773164741000,1,NORMAL,Simple,,Sherbrooke,0,Régulier Payez-Partez,400,S,
A258,-73.587207700220930000,45.491719040443840000,-73.587263968927630000,45.491718729931264000,1,NORMAL,Double,A259,Sherbrooke,1,Régulier Payez-Partez,400,S,
A259,-73.587207700220930000,45.491719040443840000,-73.587207152654287000,45.491761526790754000,1,NORMAL,Double,A258,Sherbrooke,1,Régulier Payez-Partez,400,S,
A260,-73.587090574092116000,45.491802171731287000,-73.587150336294883000,45.491804323620826000,1,NORMAL,Double,A261,Sherbrooke,1,Régulier Payez-Partez,400,S,
A261,-73.587090574092116000,45.491802171731287000,-73.587095616729684000,45.491845540956540000,1,NORMAL,Double,A260,Sherbrooke,1,Régulier Payez-Partez,400,S,
A265,-73.586641484640239000,45.492098931050130000,-73.586631348001404000,45.492134399106369000,1,NORMAL,Simple,,Sherbrooke,1,Régulier Payez-Partez,400,S,
A266,-73.586503396444243000,45.492168281021179000,-73.586565926226640000,45.492173422277396000,1,NORMAL,Double,A267,Sherbrooke,1,Régulier Payez-Partez,400,S,
A267,-73.586503396444243000,45.492168281021179000,-73.586507010407445000,45.492208564658171000,1,NORMAL,Double,A266,Sherbrooke,1,Régulier Payez-Partez,400,S,
A273,-73.586073691704115000,45.492427086018885000,-73.586117545159667000,45.492440872827480000,1,NORMAL,Simple,,Sherbrooke,1,Régulier Payez-Partez,400,S,
A281,-73.585402611164326000,45.492827188510269000,-73.585408484569072000,45.492866344821067000,1,NORMAL,Simple,,Sherbrooke,1,Régulier Payez-Partez,400,S,
A282,-73.585290738439014000,45.492891642217337000,-73.585351116286247000,45.492900446933575000,1,NORMAL,Double,A283,Sherbrooke,0,Régulier Payez-Partez,400,S,
A283,-73.585290738439014000,45.492891642217337000,-73.585291809080161000,45.492936153551518000,1,NORMAL,Double,A282,Sherbrooke,0,Régulier Payez-Partez,400,S,
A284,-73.585171628449956000,45.492962548862863000,-73.585232501799098000,45.492971860138496000,1,NORMAL,Double,A285,Sherbrooke,1,Régulier Payez-Partez,400,S,
A285,-73.585171628449956000,45.492962548862863000,-73.585173194443072000,45.493007566694516000,1,NORMAL,Double,A284,Sherbrooke,1,Régulier Payez-Partez,400,S,
A286,-73.585095690095116000,45.493010630166346000,-73.585113887012085000,45.493043273219556000,1,NORMAL,Simple,,Sherbrooke,0,Régulier Payez-Partez,400,S,
A290,-73.584831095531086000,45.493166680056937000,-73.584887278187395000,45.493177313865822000,1,NORMAL,Double,A291,Sherbrooke,0,Régulier Payez-Partez,400,S,
A291,-73.584831095531086000,45.493166680056937000,-73.584832191954661000,45.493210478647676000,1,NORMAL,Double,A290,Sherbrooke,0,Régulier Payez-Partez,400,S,
A292,-73.584714145033260000,45.493236522801610000,-73.584773505243319000,45.493245811031670000,1,NORMAL,Double,A293,Sherbrooke,1,Régulier Payez-Partez,400,S,
A293,-73.584714145033260000,45.493236522801610000,-73.584715232343825000,45.493280894207459000,1,NORMAL,Double,A292,Sherbrooke,1,Régulier Payez-Partez,400,S,
A294,-73.584597361556106000,45.493307022188532000,-73.584656959372069000,45.493315977352474000,1,NORMAL,Double,A295,Sherbrooke,1,Régulier Payez-Partez,400,S,
A295,-73.584597361556106000,45.493307022188532000,-73.584602899153324000,45.493348524150953000,1,NORMAL,Double,A294,Sherbrooke,1,Régulier Payez-Partez,400,S,
A300,-73.584085675764882000,45.493718772923998000,-73.584142403322844000,45.493716418500647000,1,NORMAL,Double,A301,Sherbrooke,1,Régulier Payez-Partez,400,S,
A301,-73.584085675764882000,45.493718772923998000,-73.584103906263820000,45.493759642307857000,1,NORMAL,Double,A300,Sherbrooke,1,Régulier Payez-Partez,400,S,
A302,-73.584000457426754000,45.493808496128885000,-73.584063286088337000,45.493805487701842000,1,NORMAL,Double,A303,Sherbrooke,1,Régulier Payez-Partez,400,S,
A303,-73.584000457426754000,45.493808496128885000,-73.584022665846959000,45.493851333081061000,1,NORMAL,Double,A302,Sherbrooke,1,Régulier Payez-Partez,400,S,
A304,-73.583917697334073000,45.493899549232715000,-73.583982045539713000,45.493897178445508000,1,NORMAL,Double,A305,Sherbrooke,1,Régulier Payez-Partez,400,S,
A305,-73.583917697334073000,45.493899549232715000,-73.583941425166571000,45.493943023795204000,1,NORMAL,Double,A304,Sherbrooke,1,Régulier Payez-Partez,400,S,
A306,-73.583842198973827000,45.493985223462992000,-73.583903807313490000,45.493985480332135000,1,HANDICAPÉ,Simple,,Sherbrooke,0,Régulier Payez-Partez,400,S,
A311,-73.583648025673668000,45.494200457047818000,-73.583694938528353000,45.494221213963307000,1,NORMAL,Simple,,Sherbrooke,1,Régulier Payez-Partez,400,S,
A319,-73.583229785966736000,45.494349056910544000,-73.583224348092045000,45.494396818421194000,1,NORMAL,Double,A320,Saint-Marc,0,Régulier Payez-Partez,400,S,
A320,-73.583229785966736000,45.494349056910544000,-73.583164766882092000,45.494361881462687000,1,NORMAL,Double,A319,Saint-Marc,0,Régulier Payez-Partez,400,S,
A322,-73.583213317925157000,45.494543601710525000,-73.583204425496518000,45.494499570391284000,1,NORMAL,Simple,,Saint-Marc,1,Régulier Payez-Partez,400,S,
A323,-73.583139536309204000,45.494508040529354000,-73.583140485119813000,45.494462077371750000,1,NORMAL,Simple,,Saint-Marc,0,Régulier Payez-Partez,400,S,
A324,-73.583014467962940000,45.494436384499544000,-73.583078428644853000,45.494425688943025000,1,NORMAL,Double,A325,Saint-Marc,0,Régulier Payez-Partez,400,S,
A325,-73.583014467962940000,45.494436384499544000,-73.583015320279429000,45.494390206661059000,1,NORMAL,Double,A324,Saint-Marc,0,Régulier Payez-Partez,400,S,
A329,-73.583138746774878000,45.494771240206511000,-73.583209741235265000,45.494771114737922000,1,NORMAL,Double,A330,Sherbrooke,1,Régulier Payez-Partez,400,S,
A330,-73.583138746774878000,45.494771240206511000,-73.583168126193485000,45.494818080960478000,1,NORMAL,Double,A329,Sherbrooke,1,Régulier Payez-Partez,400,S,
A331,-73.583049840842932000,45.494869918820484000,-73.583124134787482000,45.494867729017429000,1,NORMAL,Double,A332,Sherbrooke,1,Régulier Payez-Partez,400,S,
A332,-73.583049840842932000,45.494869918820484000,-73.583080143304059000,45.494917377056176000,1,NORMAL,Double,A331,Sherbrooke,1,Régulier Payez-Partez,400,S,
A334,-73.582924945335009000,45.495013750688059000,-73.582976585199532000,45.495034250557595000,1,NORMAL,Simple,,Sherbrooke,0,Régulier Payez-Partez,400,S,
A335,-73.582863347872873000,45.495081085744964000,-73.582936970230222000,45.495078959027083000,1,NORMAL,Double,A336,Sherbrooke,1,Régulier Payez-Partez,400,S,
A336,-73.582863347872873000,45.495081085744964000,-73.582894357079908000,45.495127051073325000,1,NORMAL,Double,A335,Sherbrooke,1,Régulier Payez-Partez,400,S,
A337,-73.582786451315315000,45.495168336412277000,-73.582853928234300000,45.495172677882998000,1,NORMAL,Simple,,Sherbrooke,1,Régulier Payez-Partez,400,S,
A346,-73.586682819778687000,45.490841530715741000,-73.586677760296070000,45.490805371418666000,1,NORMAL,Double,A347,Lincoln,0,Régulier Payez-Partez,400,S,
A347,-73.586682819778687000,45.490841530715741000,-73.586629346315249000,45.490846006260782000,1,NORMAL,Double,A346,Lincoln,0,Régulier Payez-Partez,400,S,
A348,-73.586584562969932000,45.490924705917678000,-73.586579486875863000,45.490885847188075000,1,NORMAL,Double,A349,Lincoln,0,Régulier Payez-Partez,400,S,
A349,-73.586584562969932000,45.490924705917678000,-73.586530879080158000,45.490926388058718000,1,NORMAL,Double,A348,Lincoln,0,Régulier Payez-Partez,400,S,
A361,-73.586546034880072000,45.490778825252967000,-73.586603370922290000,45.490775698497238000,1,NORMAL,Double,A362,Lincoln,0,Régulier Payez-Partez,400,S,
A362,-73.586546034880072000,45.490778825252967000,-73.586550854366493000,45.490820026660145000,1,NORMAL,Double,A361,Lincoln,0,Régulier Payez-Partez,400,S,
A363,-73.586441414728327000,45.490867269246756000,-73.586498128528916000,45.490863232569630000,1,NORMAL,Double,A364,Lincoln,0,Régulier Payez-Partez,400,S,
A364,-73.586441414728327000,45.490867269246756000,-73.586446148605461000,45.490905125987091000,1,NORMAL,Double,A363,Lincoln,0,Régulier Payez-Partez,400,S,
A416,-73.586060430515388000,45.489973655034760000,-73.586057725487635000,45.489934421054272000,1,NORMAL,Simple,,Maisonneuve,1,Régulier Payez-Partez,400,S,
A461,-73.585622620751934000,45.490325311789768000,-73.585628848457802000,45.490292244910101000,1,NORMAL,Double,A462,Maisonneuve,1,Régulier Payez-Partez,400,S,
A462,-73.585622620751934000,45.490325311789768000,-73.585582074360076000,45.490332051824325000,1,NORMAL,Double,A461,Maisonneuve,1,Régulier Payez-Partez,400,S,
A490,-73.581675563379562000,45.493711523154758000,-73.581631574489919000,45.493699176306947000,1,NORMAL,Simple,,Maisonneuve,1,Régulier Payez-Partez,400,S,
A491,-73.581590129269742000,45.493787369113555000,-73.581579371535369000,45.493743558181990000,1,NORMAL,Simple,,Maisonneuve,1,Régulier Payez-Partez,400,S,
A492,-73.581537751767328000,45.493833784498264000,-73.581525979822501000,45.493788950618374000,1,NORMAL,Double,A493,Maisonneuve,0,Régulier Payez-Partez,400,S,
A493,-73.581537751767328000,45.493833784498264000,-73.581473710373601000,45.493833388836570000,1,NORMAL,Double,A492,Maisonneuve,0,Régulier Payez-Partez,400,S,
A497,-73.581284677432123000,45.494047407973468000,-73.581273586141379000,45.494003528734723000,1,NORMAL,Double,A498,Maisonneuve,1,Régulier Payez-Partez,400,S,
A498,-73.581284677432123000,45.494047407973468000,-73.581220972991417000,45.494048258700801000,1,NORMAL,Double,A497,Maisonneuve,1,Régulier Payez-Partez,400,S,
A501,-73.581078613968202000,45.494224341398166000,-73.581064743657038000,45.494181079170119000,1,NORMAL,Simple,,Maisonneuve,0,Régulier Payez-Partez,400,S,
A547,-73.584820305477464000,45.489192309890740000,-73.584810532446781000,45.489151686169833000,1,NORMAL,Double,A548,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A548,-73.584820305477464000,45.489192309890740000,-73.584761567598733000,45.489193306257810000,1,NORMAL,Double,A547,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A554,-73.583313465346364000,45.490454274350526000,-73.583319281086645000,45.490423150015573000,1,NORMAL,Double,A555,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A555,-73.583313465346364000,45.490454274350526000,-73.583270314039140000,45.490464769456615000,1,NORMAL,Double,A554,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A556,-73.583214453374325000,45.490538621814544000,-73.583221346919402000,45.490506388876391000,1,NORMAL,Double,A557,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A557,-73.583214453374325000,45.490538621814544000,-73.583172379727671000,45.490548008274921000,1,NORMAL,Double,A556,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A558,-73.583120947881952000,45.490621453166220000,-73.583123412463834000,45.490589627652220000,1,NORMAL,Double,A559,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A559,-73.583120947881952000,45.490621453166220000,-73.583074445127750000,45.490631247008281000,1,NORMAL,Double,A558,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A560,-73.583021584338198000,45.490704786223091000,-73.583025477719659000,45.490672866343097000,1,NORMAL,Double,A561,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A561,-73.583021584338198000,45.490704786223091000,-73.582976510239476000,45.490714485656639000,1,NORMAL,Double,A560,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A562,-73.582922076082653000,45.490787311042162000,-73.582927542687031000,45.490756104948972000,1,NORMAL,Double,A563,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A563,-73.582922076082653000,45.490787311042162000,-73.582878575062608000,45.490797724220016000,1,NORMAL,Double,A562,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A564,-73.582825769495315000,45.490871096549917000,-73.582829607366079000,45.490839343469858000,1,NORMAL,Double,A565,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A565,-73.582825769495315000,45.490871096549917000,-73.582780639597303000,45.490880962698455000,1,NORMAL,Double,A564,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A567,-73.582589879176311000,45.491128905301032000,-73.582508931397655000,45.491114252280831000,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A568,-73.582498735149045000,45.491207365652386000,-73.582464199264265000,45.491152387514106000,1,NORMAL,Double,A569,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A569,-73.582498735149045000,45.491207365652386000,-73.582412967692932000,45.491196063591481000,1,NORMAL,Double,A568,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A570,-73.582394684416201000,45.491296372424095000,-73.582361736042429000,45.491239739644698000,1,NORMAL,Double,A571,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A571,-73.582394684416201000,45.491296372424095000,-73.582307915698749000,45.491285622516259000,1,NORMAL,Double,A570,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A572,-73.582324073305429000,45.491356739937665000,-73.582254095267572000,45.491331505361224000,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A573,-73.582239998258032000,45.491431541614475000,-73.582200274749141000,45.491377388181455000,1,NORMAL,Double,A574,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A574,-73.582239998258032000,45.491431541614475000,-73.582148632807488000,45.491421413636651000,1,NORMAL,Double,A573,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A576,-73.582096078219564000,45.491554015042659000,-73.582055118296466000,45.491501135790585000,1,NORMAL,Double,A577,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A577,-73.582096078219564000,45.491554015042659000,-73.582007933603450000,45.491541361147831000,1,NORMAL,Double,A576,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A578,-73.582023608536559000,45.491612449037042000,-73.581954053407713000,45.491587294384388000,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A579,-73.581970812691310000,45.491659890761618000,-73.581900173124382000,45.491633227595209000,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A580,-73.581879729979477000,45.491737702679451000,-73.581845510373782000,45.491679827761487000,1,NORMAL,Double,A581,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A581,-73.581879729979477000,45.491737702679451000,-73.581790847533043000,45.491726427900339000,1,NORMAL,Double,A580,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A582,-73.581767920204413000,45.491832842376489000,-73.581736134851781000,45.491774254355967000,1,NORMAL,Double,A583,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A583,-73.581767920204413000,45.491832842376489000,-73.581684958757364000,45.491817881848640000,1,NORMAL,Double,A582,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A588,-73.583116955583478000,45.490430579673976000,-73.583160094255518000,45.490421338223477000,1,NORMAL,Double,A589,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A589,-73.583116955583478000,45.490430579673976000,-73.583112285460615000,45.490462132401923000,1,NORMAL,Double,A588,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A590,-73.582984990141512000,45.490491780660882000,-73.583064476596832000,45.490502926561028000,1,NORMAL,Double,A591,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A591,-73.582984990141512000,45.490491780660882000,-73.583016667664026000,45.490543720698931000,1,NORMAL,Double,A590,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A592,-73.582938339552172000,45.490578288367615000,-73.582968085629801000,45.490585174423693000,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A593,-73.582841267202696000,45.490615064765578000,-73.582919503524309000,45.490626628127515000,1,NORMAL,Double,A594,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A594,-73.582841267202696000,45.490615064765578000,-73.582870921347677000,45.490668081810441000,1,NORMAL,Double,A593,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A595,-73.582742633872428000,45.490698074967007000,-73.582822081399016000,45.490709755360044000,1,NORMAL,Double,A596,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A596,-73.582742633872428000,45.490698074967007000,-73.582773241378320000,45.490751428888501000,1,NORMAL,Double,A595,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A597,-73.582678005382206000,45.490754353075801000,-73.582725474246743000,45.490792186876881000,1,NORMAL,Simple,,Sainte-Catherine,0,Régulier Payez-Partez,400,S,
A600,-73.582564944674800000,45.490903869604544000,-73.582608055370301000,45.490892375878104000,1,NORMAL,Double,A601,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A601,-73.582564944674800000,45.490903869604544000,-73.582558865077715000,45.490934347916784000,1,NORMAL,Double,A600,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A602,-73.582465474402838000,45.490990785749069000,-73.582507891065873000,45.490977841840639000,1,NORMAL,Double,A603,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A603,-73.582465474402838000,45.490990785749069000,-73.582456916975587000,45.491021335741436000,1,NORMAL,Double,A602,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A604,-73.582363176820792000,45.491076094303310000,-73.582407245289147000,45.491063718273651000,1,NORMAL,Double,A605,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A605,-73.582363176820792000,45.491076094303310000,-73.582356402434115000,45.491107100019796000,1,NORMAL,Double,A604,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A606,-73.582269634685915000,45.491093996863142000,-73.582306730597054000,45.491149482507780000,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A612,-73.581980554346330000,45.491344474944491000,-73.582013617953706000,45.491399579085510000,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A613,-73.581882824941616000,45.491427865881178000,-73.581964142940691000,45.491441793046000000,1,NORMAL,Double,A614,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A614,-73.581882824941616000,45.491427865881178000,-73.581914366715225000,45.491482957609996000,1,NORMAL,Double,A613,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A615,-73.581784828690033000,45.491511018762147000,-73.581865496230464000,45.491524655596848000,1,NORMAL,Double,A616,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A616,-73.581784828690033000,45.491511018762147000,-73.581819857928920000,45.491563595699255000,1,NORMAL,Double,A615,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
A621,-73.581442548051641000,45.492057953689681000,-73.581440255708657000,45.492023428463369000,1,NORMAL,Simple,,Sainte-Catherine,1,Régulier Payez-Partez,400,S,
